Zeit (TT-MM hh:mm),Wärme gesamt (kW),Kälte gesamt (kW),Strom gesamt (kW),Zone 1-Raumwärme (kW),Zone 1-Trinkwarmwasser (kW),Zone 1-Klimatisierung (kW),Zone 1-Prozesskälte (kW),Zone 1-Nutzerstrom (kW),Zone 1-Elektromobilität (kW)
01-02 20:00,283.5,0.0,0.0,283.5,0.0,0,0,0,0
01-02 21:00,292.1,0.0,0.0,292.1000061035156,0.0,0,0,0,0
01-02 22:00,269.7,0.0,0.0,269.70001220703125,0.0,0,0,0,0
01-02 23:00,278.0,0.0,0.0,278.0,0.0,0,0,0,0
02-02 00:00,243.8,0.0,0.0,243.8000030517578,0.0,0,0,0,0
02-02 01:00,217.3,0.0,0.0,217.3000030517578,0.0,0,0,0,0
02-02 02:00,251.5,0.0,0.0,251.5,0.0,0,0,0,0
02-02 03:00,242.9,0.0,0.0,242.89999389648438,0.0,0,0,0,0
02-02 04:00,273.4,0.0,0.0,273.29998779296875,0.10000000149011612,0,0,0,0
02-02 05:00,295.4,0.0,0.0,294.79998779296875,0.6000000238418579,0,0,0,0
02-02 06:00,386.7,0.0,0.0,384.5,2.200000047683716,0,0,0,0
02-02 07:00,524.4,0.0,0.0,519.2999877929688,5.099999904632568,0,0,0,0
02-02 08:00,479.8,0.0,0.0,472.6000061035156,7.199999809265137,0,0,0,0
02-02 09:00,462.9,0.0,0.0,452.6000061035156,10.300000190734863,0,0,0,0
02-02 10:00,430.4,0.0,0.0,418.6000061035156,11.800000190734863,0,0,0,0
02-02 11:00,418.7,0.0,0.0,405.8999938964844,12.800000190734863,0,0,0,0
02-02 12:00,409.1,0.0,0.0,396.3999938964844,12.699999809265137,0,0,0,0
02-02 13:00,352.0,0.0,0.0,341.0,11.0,0,0,0,0
02-02 14:00,344.6,0.0,0.0,336.20001220703125,8.399999618530273,0,0,0,0
02-02 15:00,333.4,0.0,0.0,328.1000061035156,5.300000190734863,0,0,0,0
02-02 16:00,286.7,0.0,0.0,285.20001220703125,1.5,0,0,0,0
02-02 17:00,269.5,0.0,0.0,268.79998779296875,0.699999988079071,0,0,0,0
02-02 18:00,218.4,0.0,0.0,218.39999389648438,0.0,0,0,0,0
02-02 19:00,211.3,0.0,0.0,211.3000030517578,0.0,0,0,0,0
